symbol,entry_utc,exit_utc,entry_price,exit_price,size_usd,qty,duration_h,exit_reason,signals,ad_class,peak_pct,net_pnl,pnl_pct
SUIUSDT,2025-02-22 00:00,2025-02-22 02:29,3.2695,3.300248,2329.12,712.3787305738894,2.5,TRAILING,MACD,ad_D_only,3.0,18.3941,0.79
AAVEUSDT,2025-02-22 00:00,2025-02-23 00:14,242.92,246.7248,2329.12,9.588021816282444,24.25,TRAILING,MACD,ad_D_only,3.64,32.9595,1.415
TWTUSDT,2025-02-22 08:00,2025-02-22 21:29,1.0169,1.0338019999999999,2345.71,2306.723473610133,13.5,TRAILING,RSI+OBV,ad_D_only,3.74,35.4404,1.511
CELRUSDT,2025-02-23 08:00,2025-02-23 15:44,0.01432,0.0137472,1242.26,86749.72265834361,7.75,STOP_LOSS,RSI+OBV,ad_D_only,0.49,-51.5164,-4.147
ENSUSDT,2025-02-23 08:00,2025-02-24 01:14,28.29,27.158399999999997,1751.23,61.902739887416,17.25,STOP_LOSS,RSI+OBV,ad_D_only,0.28,-72.6234,-4.147
ETHUSDT,2025-02-23 08:00,2025-02-24 03:44,2825.2,2712.1919999999996,1751.23,0.6198600139512243,19.75,STOP_LOSS,RSI+OBV,ad_D_only,1.14,-72.6234,-4.147
XVSUSDT,2025-02-24 00:00,2025-02-24 04:29,8.44,8.1024,1188.32,140.79571862568903,4.5,STOP_LOSS,RSI,ad_full,1.3,-49.2795,-4.147
PROMUSDT,2025-02-25 08:00,2025-02-26 08:14,6.603,6.796,2258.26,342.0059056301103,24.25,TIME_24H,RSI+OBV,ad_full,3.42,62.5702,2.771
GLMUSDT,2025-02-25 12:00,2025-02-25 14:29,0.3462,0.332352,345.67,998.456087993368,2.5,STOP_LOSS,RSI+OBV,ad_full,0.66,-14.3347,-4.147
QNTUSDT,2025-02-25 12:00,2025-02-25 18:59,94.2,96.13799999999999,946.99,10.052946721735077,7.0,TRAILING,RSI+OBV,ad_D_only,4.14,18.0475,1.906
TWTUSDT,2025-02-25 12:00,2025-02-26 00:44,0.9682,0.9835280000000001,946.99,978.0908708814753,12.75,TRAILING,RSI,ad_D_only,3.66,13.5605,1.432
TNSRUSDT,2025-02-25 16:00,2025-02-26 07:14,0.4727,0.5083260000000001,329.97,698.0523592432301,15.25,TRAILING,RSI+OBV,ad_full,9.73,24.3552,7.381
BELUSDT,2025-02-25 20:00,2025-02-26 05:29,0.9353,0.9575579999999999,965.43,1032.2126042162595,9.5,TRAILING,RSI+OBV,ad_A_only,4.47,21.5096,2.228
AGLDUSDT,2025-02-26 04:00,2025-02-26 13:59,1.559,1.49664,960.48,616.0894176225493,10.0,STOP_LOSS,RSI+OBV,ad_full,0.38,-39.8312,-4.147
BELUSDT,2025-02-26 12:00,2025-02-26 15:29,0.9973,1.013516,1831.81,1836.7736952041926,3.5,TRAILING,RSI+OBV,ad_A_only,3.7,27.0151,1.475
TWTUSDT,2025-02-26 12:00,2025-02-26 19:29,1.0318,0.990528,1831.81,1775.3580211544304,7.5,STOP_LOSS,RSI,ad_D_only,2.64,-75.9653,-4.147
BELUSDT,2025-02-27 04:00,2025-02-27 10:44,0.9999,1.012634,2276.73,2276.956066061413,6.75,TRAILING,MACD,ad_A_only,3.34,25.5579,1.123
BELUSDT,2025-02-28 16:00,2025-03-01 04:14,1.0688,1.0260479999999998,2289.51,2142.1288645351083,12.25,STOP_LOSS,MACD,ad_full,0.48,-94.9459,-4.147
LAYERUSDT,2025-03-02 12:00,2025-03-03 05:14,0.8688,0.886018,2242.03,2580.610492540246,17.25,TRAILING,MACD,ad_D_only,4.06,41.0366,1.83
LAYERUSDT,2025-03-03 12:00,2025-03-03 13:59,0.9603,0.9776480000000001,2262.55,2356.0894340263544,2.0,TRAILING,MACD,ad_D_only,3.88,37.449,1.655
BELUSDT,2025-03-04 08:00,2025-03-04 09:44,1.019,0.9782399999999999,2281.28,2238.7410806612543,1.75,STOP_LOSS,RSI+OBV,ad_full,0.68,-94.6046,-4.147
DEXEUSDT,2025-03-05 16:00,2025-03-06 06:14,19.251,18.48096,2233.97,116.04461478658065,14.25,STOP_LOSS,MACD,ad_A_only,0.61,-92.6429,-4.147
KAVAUSDT,2025-03-06 04:00,2025-03-06 17:59,0.4539,0.435744,2215.55,4881.143136278797,14.0,STOP_LOSS,RSI+OBV,ad_D_only,2.6,-91.8789,-4.147
BCHUSDT,2025-03-07 04:00,2025-03-07 08:14,391.2,401.408,2141.71,5.474728943902909,4.25,TRAILING,MACD,ad_full,4.7,52.6315,2.457
BARUSDT,2025-03-09 12:00,2025-03-10 00:44,1.74,1.6703999999999999,2168.03,1245.9941015229654,12.75,STOP_LOSS,RSI+OBV,ad_D_only,1.15,-89.9082,-4.147
OGUSDT,2025-03-10 00:00,2025-03-10 05:59,4.145,3.9791999999999996,2150.15,518.7333145732767,6.0,STOP_LOSS,MACD,ad_full,0.6,-89.1667,-4.147
ADAUSDT,2025-03-10 12:00,2025-03-10 13:44,0.7571,0.726816,2070.7,2735.0388881961394,1.75,STOP_LOSS,RSI+OBV,ad_D_only,0.79,-85.8718,-4.147
HBARUSDT,2025-03-10 12:00,2025-03-10 13:59,0.21293,0.2044128,2070.7,9724.7825212666,2.0,STOP_LOSS,RSI+OBV,ad_D_only,0.39,-85.8718,-4.147
AUCTIONUSDT,2025-03-11 08:00,2025-03-11 08:14,19.62,19.8744,1992.62,101.56067505959771,0.25,TRAILING,MACD,ad_full,3.36,22.8287,1.146
AUCTIONUSDT,2025-03-16 04:00,2025-03-16 05:59,27.07,27.7732,2004.03,74.03157769911286,2.0,TRAILING,RSI+OBV,ad_full,4.69,49.0139,2.446
REDUSDT,2025-03-16 16:00,2025-03-16 16:29,0.8349,0.882,2028.54,2429.6823126131485,0.5,TRAILING,MACD,ad_full,7.8,111.3094,5.487
CAKEUSDT,2025-03-17 08:00,2025-03-17 09:14,2.154,2.32848,2084.2,967.5935286336166,1.25,TRAILING,MACD,ad_D_only,10.31,165.5728,7.944
KAVAUSDT,2025-03-19 08:00,2025-03-20 03:44,0.507,0.511952,2166.98,4274.12793515724,19.75,TRAILING,RSI+OBV,ad_full,3.04,17.8991,0.826
REDUSDT,2025-03-19 20:00,2025-03-19 21:14,0.7105,0.7225539999999999,1873.64,2637.0665630710223,1.25,TRAILING,RSI+OBV,ad_full,3.77,28.9529,1.545
LAYERUSDT,2025-03-20 08:00,2025-03-20 08:59,0.9878,1.00891,2190.41,2217.4619182222636,1.0,TRAILING,RSI,ad_full,4.22,43.4899,1.985
LAYERUSDT,2025-03-20 16:00,2025-03-20 22:59,1.0249,1.04419,2212.15,2158.4094377224733,7.0,TRAILING,RSI,ad_full,3.96,38.2863,1.731
RAREUSDT,2025-03-21 04:00,2025-03-21 11:29,0.0818,0.078528,754.63,9225.36283236527,7.5,STOP_LOSS,MACD,ad_full,0.49,-31.2947,-4.147
API3USDT,2025-03-22 16:00,2025-03-22 17:44,1.346,1.29216,2215.65,1646.0992666392751,1.75,STOP_LOSS,RSI+OBV,ad_full,2.01,-91.883,-4.147
JTOUSDT,2025-03-25 16:00,2025-03-26 13:29,2.417,2.4823399999999998,2169.71,897.6864369768542,21.5,TRAILING,RSI,ad_D_only,4.8,55.3563,2.551
HBARUSDT,2025-03-26 12:00,2025-03-26 14:59,0.20006,0.1920576,2151.81,10755.843889344253,3.0,STOP_LOSS,MACD,ad_D_only,0.46,-89.2357,-4.147
BELUSDT,2025-03-31 12:00,2025-03-31 12:29,0.6722,0.7566,729.24,1084.8580977830745,0.5,SMART_TP_TRAIL,RSI,ad_D_only,16.04,90.3995,12.396
API3USDT,2025-03-31 16:00,2025-03-31 22:14,1.165,1.1184,1188.77,1020.3994343255408,6.25,STOP_LOSS,RSI+OBV,ad_full,0.43,-49.2981,-4.147
BERAUSDT,2025-04-01 04:00,2025-04-01 07:29,6.932,7.03836,2173.32,313.51977594868526,3.5,TRAILING,RSI,ad_D_only,3.61,30.061,1.383
1000CHEEMSUSDT,2025-04-01 16:00,2025-04-01 16:29,0.001666,0.0017091200000000002,2188.35,1313535.1587693975,0.5,TRAILING,MACD+RSI,ad_A_only,4.68,53.3146,2.436
BERAUSDT,2025-04-02 16:00,2025-04-02 20:14,7.309,7.01664,2215.01,303.0519757132966,4.25,STOP_LOSS,MACD,ad_full,0.62,-91.8563,-4.147
CRVUSDT,2025-04-02 20:00,2025-04-02 20:29,0.5351,0.548114,1098.37,2052.643723929017,0.5,TRAILING,MACD,ad_full,4.52,25.0455,2.28
ZROUSDT,2025-04-02 20:00,2025-04-02 20:29,2.955,2.98508,1098.37,371.69869938220546,0.5,TRAILING,RSI,ad_full,3.08,9.5248,0.867
HMSTRUSDT,2025-04-03 12:00,2025-04-04 11:29,0.002289,0.00233436,2186.36,955161.144213039,23.5,TRAILING,RSI+OBV,ad_full,4.06,40.0141,1.83
PENDLEUSDT,2025-04-04 00:00,2025-04-04 04:29,3.184,3.0566400000000002,2168.33,681.0089530195962,4.5,STOP_LOSS,RSI+OBV,ad_full,2.36,-89.9207,-4.147
1000CHEEMSUSDT,2025-04-05 00:00,2025-04-05 07:59,0.001624,0.0016395399999999999,2161.41,1330917.8073574533,8.0,TRAILING,RSI,ad_A_only,3.02,17.4248,0.806
1000CHEEMSUSDT,2025-04-07 16:00,2025-04-08 02:44,0.001595,0.00162288,2170.12,1360578.643698299,10.75,TRAILING,RSI+OBV,ad_A_only,3.82,34.6493,1.597
1000CHEEMSUSDT,2025-04-09 12:00,2025-04-09 17:29,0.001543,0.00160818,2187.45,1417658.8372907953,5.5,TRAILING,MACD,ad_A_only,6.35,89.0525,4.071
HMSTRUSDT,2025-04-10 16:00,2025-04-11 16:14,0.00249,0.002484,2231.97,896375.0404142244,24.25,TIME_24H,MACD,ad_full,1.97,-8.7222,-0.391
ARKUSDT,2025-04-12 08:00,2025-04-12 08:59,0.377,0.383866,2227.61,5908.787167018682,1.0,TRAILING,RSI+OBV,ad_D_only,3.9,37.1979,1.67
PENDLEUSDT,2025-04-12 16:00,2025-04-12 19:29,3.395,3.50546,2237.79,659.1423891590872,3.5,TRAILING,RSI+OBV,ad_full,5.36,69.3976,3.101
BCHUSDT,2025-04-12 16:00,2025-04-13 16:14,348.6,343.8,2237.79,6.419358609280267,24.25,TIME_24H,RSI+OBV,ad_D_only,1.41,-34.1465,-1.526
CVCUSDT,2025-04-14 04:00,2025-04-14 06:29,0.1057,0.10147199999999999,2255.35,21337.255040730335,2.5,STOP_LOSS,MACD,ad_full,0.95,-93.5293,-4.147
JSTUSDT,2025-04-14 04:00,2025-04-15 04:14,0.03136,0.03086,2255.35,71917.98015960447,24.25,TIME_24H,RSI+OBV,ad_D_only,0.35,-39.315,-1.743
LAYERUSDT,2025-04-14 16:00,2025-04-14 17:44,1.989,1.90944,2160.48,1086.2162640514064,1.75,STOP_LOSS,MACD,ad_full,0.25,-89.5953,-4.147
RENDERUSDT,2025-04-15 04:00,2025-04-15 14:29,4.017,3.85632,2071.22,515.6148503416101,10.5,STOP_LOSS,RSI+OBV,ad_full,0.32,-85.8937,-4.147
ARDRUSDT,2025-04-15 12:00,2025-04-15 12:29,0.0886,0.08505599999999999,137.5,1551.9540433769255,0.5,STOP_LOSS,RSI,ad_D_only,0.59,-5.7023,-4.147
PENDLEUSDT,2025-04-15 16:00,2025-04-16 12:59,3.122,3.16932,2106.82,674.83006880139,21.0,TRAILING,RSI,ad_full,3.59,28.7488,1.365
DGBUSDT,2025-04-17 12:00,2025-04-18 00:44,0.01016,0.0097536,747.98,73620.09999597011,12.75,STOP_LOSS,MACD,ad_full,0.69,-31.0187,-4.147
MBLUSDT,2025-04-17 16:00,2025-04-18 00:14,0.002597,0.0024931199999999997,2120.91,816678.233415143,8.25,STOP_LOSS,MACD,ad_full,0.31,-87.9543,-4.147
GASUSDT,2025-04-18 08:00,2025-04-18 15:29,3.598,3.45408,1172.57,325.8948492759796,7.5,STOP_LOSS,RSI+OBV,ad_full,2.42,-48.6265,-4.147
ARKUSDT,2025-04-21 04:00,2025-04-21 09:29,0.4985,0.47856,1034.16,2074.552777860375,5.5,STOP_LOSS,MACD,ad_full,0.74,-42.8868,-4.147
MAGICUSDT,2025-04-21 16:00,2025-04-21 16:14,0.2605,0.25008,2015.95,7738.774364697566,0.25,STOP_LOSS,MACD,ad_full,0.46,-83.6015,-4.147
ORCAUSDT,2025-04-21 16:00,2025-04-22 05:14,2.759,2.64864,325.43,117.95073467192209,13.25,STOP_LOSS,MACD,ad_full,1.56,-13.4954,-4.147
CVXUSDT,2025-04-22 04:00,2025-04-22 10:29,2.558,2.6313,1803.91,705.2041851897683,6.5,TRAILING,MACD,ad_full,4.96,48.9468,2.713
CVCUSDT,2025-04-22 04:00,2025-04-22 19:44,0.1062,0.108878,1803.91,16985.99157924131,15.75,TRAILING,RSI+OBV,ad_full,4.61,42.7485,2.37
CRVUSDT,2025-04-22 08:00,2025-04-22 14:14,0.615,0.641018,309.53,503.2986962863849,6.25,TRAILING,MACD,ad_full,6.36,12.6207,4.077
CAKEUSDT,2025-04-22 16:00,2025-04-23 02:14,1.981,2.0286,1997.51,1008.3339613716374,10.25,TRAILING,RSI+OBV,ad_D_only,4.49,44.9644,2.251
SUPERUSDT,2025-04-23 00:00,2025-04-23 02:14,0.6249,0.6342559999999999,536.75,858.9353549349751,2.25,TRAILING,MACD,ad_full,3.57,7.225,1.346
SUSDT,2025-04-23 00:00,2025-04-23 07:14,0.5107,0.516656,744.11,1457.0423855834863,7.25,TRAILING,RSI+OBV,ad_D_only,3.23,7.5555,1.015
HIVEUSDT,2025-04-23 00:00,2025-04-24 00:14,0.2471,0.2498,744.11,3011.378172065911,24.25,TIME_24H,RSI+OBV,ad_D_only,1.58,7.0085,0.942
ZRXUSDT,2025-04-23 04:00,2025-04-24 04:14,0.2712,0.2682,2045.1,7540.91796854697,24.25,TIME_24H,RSI+OBV,ad_full,1.29,-25.6734,-1.255
CAKEUSDT,2025-04-23 12:00,2025-04-23 15:14,2.014,1.9334399999999998,1292.2,641.60984860208,3.25,STOP_LOSS,RSI+OBV,ad_full,2.68,-53.5876,-4.147
CRVUSDT,2025-04-24 04:00,2025-04-24 06:29,0.652,0.666988,1990.47,3052.860848396668,2.5,TRAILING,MACD,ad_full,4.39,42.7363,2.147
MAGICUSDT,2025-04-24 20:00,2025-04-24 20:44,0.2392,0.22963199999999998,364.24,1522.7440815559894,0.75,STOP_LOSS,RSI,ad_full,0.96,-15.105,-4.147
BONKUSDT,2025-04-24 20:00,2025-04-25 01:14,1.543e-05,1.6071999999999998e-05,1229.95,79711573.95089956,5.25,TRAILING,RSI,ad_full,6.29,49.2915,4.008
PENDLEUSDT,2025-04-24 20:00,2025-04-25 14:59,3.431,3.52408,1229.95,358.4813716299563,19.0,TRAILING,RSI+OBV,ad_full,4.81,31.4975,2.561
RENDERUSDT,2025-04-24 20:00,2025-04-25 20:14,4.506,4.428,1229.95,272.95818598810035,24.25,TIME_24H,RSI+OBV,ad_full,2.73,-23.1197,-1.88
STRAXUSDT,2025-04-25 04:00,2025-04-25 10:59,0.06277,0.060259200000000006,353.55,5632.393823622532,7.0,STOP_LOSS,MACD,ad_full,2.66,-14.6615,-4.147
BATUSDT,2025-04-25 04:00,2025-04-25 12:59,0.1473,0.149156,1272.86,8641.309443995186,9.0,TRAILING,RSI+OBV,ad_full,3.33,14.1169,1.109
ACHUSDT,2025-04-25 12:00,2025-04-26 04:44,0.02753,0.0280182,191.87,6969.60714670835,16.75,TRAILING,RSI,ad_full,3.85,3.1122,1.622
GASUSDT,2025-04-25 12:00,2025-04-26 12:14,3.478,3.373,146.11,42.0110584998269,24.25,TIME_24H,MACD,ad_full,1.75,-4.627,-3.167
ORCAUSDT,2025-04-25 16:00,2025-04-26 03:29,2.8,2.89688,485.32,173.32854760303027,11.5,TRAILING,RSI+OBV,ad_A_only,5.57,16.0515,3.307
BATUSDT,2025-04-25 20:00,2025-04-26 20:14,0.1492,0.1519,2064.19,13835.072564424116,24.25,TIME_24H,RSI+OBV,ad_full,2.88,34.2304,1.658
FETUSDT,2025-04-26 00:00,2025-04-26 00:59,0.751,0.77224,1206.29,1606.2493394998905,1.0,TRAILING,MACD,ad_full,4.93,32.2817,2.676
HIVEUSDT,2025-04-26 04:00,2025-04-26 13:59,0.2551,0.24489599999999997,870.06,3410.67770874588,10.0,STOP_LOSS,RSI+OBV,ad_full,0.35,-36.0815,-4.147
STXUSDT,2025-04-26 04:00,2025-04-27 00:44,0.866,0.87514,870.06,1004.6927061213325,20.75,TRAILING,MACD,ad_full,3.12,7.8709,0.905
ACHUSDT,2025-04-26 16:00,2025-04-26 20:14,0.02721,0.0277144,265.98,9775.028531050351,4.25,TRAILING,RSI,ad_full,3.93,4.5279,1.702
JSTUSDT,2025-04-26 16:00,2025-04-27 00:14,0.03231,0.042679999999999996,452.11,13992.883871732403,8.25,SMART_TP_TRAIL,RSI+OBV,ad_full,36.18,144.3192,31.921
DGBUSDT,2025-04-26 16:00,2025-04-27 16:14,0.01021,0.01019,452.11,44281.10459311204,24.25,TIME_24H,RSI+OBV,ad_full,2.35,-1.5631,-0.346
RAYUSDT,2025-04-27 04:00,2025-04-27 09:14,2.908,2.93804,2156.36,741.5259654028982,5.25,TRAILING,MACD,ad_full,3.09,19.0242,0.882
RAYUSDT,2025-04-27 16:00,2025-04-27 18:44,2.986,3.03212,1931.69,646.9164621571351,2.75,TRAILING,MACD,ad_full,3.62,26.9159,1.393
GUNUSDT,2025-04-27 16:00,2025-04-27 22:14,0.06209,0.0631414,1931.69,31111.170172349906,6.25,TRAILING,MACD,ad_D_only,3.77,29.7882,1.542
COTIUSDT,2025-04-28 00:00,2025-04-28 01:44,0.07734,0.0742464,2193.61,28363.196637195386,1.75,STOP_LOSS,MACD,ad_full,0.14,-90.969,-4.147
JSTUSDT,2025-04-28 08:00,2025-04-28 11:14,0.04135,0.039695999999999995,2148.13,51949.82182069543,3.25,STOP_LOSS,MACD,ad_full,0.17,-89.0827,-4.147
CETUSUSDT,2025-04-28 12:00,2025-04-28 14:29,0.2322,0.22291199999999997,1821.06,7842.632499866919,2.5,STOP_LOSS,RSI+OBV,ad_full,1.16,-75.5193,-4.147
VIRTUALUSDT,2025-04-28 12:00,2025-04-28 14:29,1.2553,1.267924,1821.06,1450.6964601840982,2.5,TRAILING,RSI+OBV,ad_full,3.07,15.5683,0.855
ARKUSDT,2025-04-28 12:00,2025-04-29 12:14,0.4566,0.4456,549.27,1202.9612444479105,24.25,TIME_24H,MACD,ad_A_only,2.23,-14.0466,-2.557
FLOKIUSDT,2025-04-29 00:00,2025-04-29 00:44,8.71e-05,8.82e-05,2073.4,23804847.88459565,0.75,TRAILING,RSI+OBV,ad_full,3.33,23.0556,1.112
ENSUSDT,2025-04-29 08:00,2025-04-29 10:44,18.43,18.6298,1802.48,97.80116690816189,2.75,TRAILING,RSI+OBV,ad_full,3.15,16.8223,0.933
CRVUSDT,2025-04-29 08:00,2025-04-30 08:14,0.6651,0.658,1802.48,2710.081951762778,24.25,TIME_24H,RSI+OBV,ad_full,1.85,-21.9309,-1.217
SUIUSDT,2025-04-29 12:00,2025-04-29 17:14,3.5641,3.4215359999999997,908.94,255.027628250185,5.25,STOP_LOSS,RSI+OBV,ad_full,1.49,-37.6939,-4.147
GMXUSDT,2025-04-29 12:00,2025-04-29 22:29,15.67,15.043199999999999,908.94,58.00535863729957,10.5,STOP_LOSS,RSI+OBV,ad_full,0.26,-37.6939,-4.147
RAYUSDT,2025-04-29 16:00,2025-04-29 23:14,2.92,2.8032,267.17,91.49491909172399,7.25,STOP_LOSS,RSI+OBV,ad_full,2.05,-11.0793,-4.147
PEPEUSDT,2025-04-29 16:00,2025-04-30 13:44,8.99e-06,8.6304e-06,267.17,29718038.23668899,21.75,STOP_LOSS,RSI+OBV,ad_full,1.89,-11.0793,-4.147
ENSUSDT,2025-04-30 00:00,2025-04-30 13:44,18.13,17.404799999999998,2000.07,110.31819546254899,13.75,STOP_LOSS,RSI+OBV,ad_full,0.77,-82.9429,-4.147
1000CHEEMSUSDT,2025-04-30 16:00,2025-05-01 16:14,0.001459,0.00146,958.92,657244.314711248,24.25,TIME_24H,MACD+RSI,ad_A_only,1.23,-0.7816,-0.082
VIRTUALUSDT,2025-05-01 00:00,2025-05-01 00:59,1.5391,1.575546,998.7,648.8860978364551,1.0,TRAILING,RSI+OBV,ad_full,4.46,22.1335,2.216
FETUSDT,2025-05-01 00:00,2025-05-01 00:59,0.739,0.75852,998.7,1351.4216416509985,1.0,TRAILING,RSI,ad_full,4.74,24.8619,2.489
BARUSDT,2025-05-01 00:00,2025-05-01 05:29,2.155,2.19324,998.7,463.43414996755826,5.5,TRAILING,MACD,ad_full,3.85,16.2104,1.623
PENDLEUSDT,2025-05-01 04:00,2025-05-01 13:44,3.462,3.50154,2008.08,580.0339103586568,9.75,TRAILING,MACD,ad_A_only,3.21,19.9052,0.991
COTIUSDT,2025-05-01 08:00,2025-05-01 08:44,0.0816,0.082859,1049.49,12861.430871005397,0.75,TRAILING,RSI+OBV,ad_full,3.62,14.6062,1.392
ETCUSDT,2025-05-01 16:00,2025-05-02 16:14,16.93,17.29,2033.81,120.13070236908314,24.25,TIME_24H,RSI+OBV,ad_D_only,2.19,40.1639,1.975
REDUSDT,2025-05-01 20:00,2025-05-02 19:59,0.4182,0.401472,959.98,2295.4960866869383,24.0,STOP_LOSS,RSI,ad_D_only,1.15,-39.8102,-4.147
PENDLEUSDT,2025-05-02 04:00,2025-05-03 04:14,3.572,3.536,1056.28,295.71209567400115,24.25,TIME_24H,MACD,ad_A_only,1.99,-12.2221,-1.157
SUSDT,2025-05-02 20:00,2025-05-03 00:59,0.5654,0.5723199999999999,2033.56,3596.678993403024,5.0,TRAILING,MACD,ad_full,3.29,21.82,1.073
TUSDT,2025-05-03 04:00,2025-05-04 00:44,0.01808,0.0173568,1449.26,80158.0842299097,20.75,STOP_LOSS,RSI,ad_full,0.33,-60.1007,-4.147
PENGUUSDT,2025-05-04 16:00,2025-05-04 22:44,0.010849,0.010415039999999999,2008.71,185151.35101021826,6.75,STOP_LOSS,RSI+OBV,ad_full,2.18,-83.3011,-4.147
STEEMUSDT,2025-05-05 04:00,2025-05-06 04:14,0.1449,0.1439,1967.06,13575.268925586162,24.25,TIME_24H,MACD,ad_A_only,0.97,-16.5157,-0.84
SUSDT,2025-05-05 12:00,2025-05-06 11:59,0.516,0.49536,1950.83,3780.685627535621,24.0,STOP_LOSS,MACD,ad_full,0.97,-80.9011,-4.147
TURBOUSDT,2025-05-06 16:00,2025-05-06 16:59,0.005696,0.00546816,1918.35,336788.63987407554,1.0,STOP_LOSS,MACD,ad_full,2.3,-79.5539,-4.147
CVXUSDT,2025-05-07 00:00,2025-05-07 01:44,3.071,3.1262,1580.65,514.703026715356,1.75,TRAILING,RSI+OBV,ad_full,3.87,26.0193,1.646
CETUSUSDT,2025-05-07 00:00,2025-05-07 02:14,0.1903,0.192668,581.75,3056.9995605196423,2.25,TRAILING,MACD,ad_A_only,3.31,6.3609,1.093
PENDLEUSDT,2025-05-07 00:00,2025-05-08 00:14,3.21,3.224,1580.65,492.41526325322695,24.25,TIME_24H,MACD,ad_A_only,1.43,4.5177,0.286
RENDERUSDT,2025-05-07 04:00,2025-05-07 06:44,4.321,4.14816,548.37,126.90799499045764,2.75,STOP_LOSS,RSI+OBV,ad_A_only,0.53,-22.7409,-4.147
WCTUSDT,2025-05-07 04:00,2025-05-07 10:44,0.4003,0.40474,548.37,1369.8961937391143,6.75,TRAILING,MACD,ad_A_only,3.17,5.2552,0.958
STXUSDT,2025-05-07 04:00,2025-05-07 13:14,0.821,0.86142,548.37,667.9286800898508,9.25,TRAILING,MACD+RSI,ad_A_only,7.06,26.1549,4.77
SUIUSDT,2025-05-07 04:00,2025-05-07 16:44,3.3887,3.253152,548.37,161.82295462973042,12.75,STOP_LOSS,RSI+OBV,ad_A_only,1.16,-22.7409,-4.147
AIXBTUSDT,2025-05-08 04:00,2025-05-08 04:29,0.1812,0.184534,1361.61,7514.393976444774,0.5,TRAILING,RSI+OBV,ad_full,3.92,22.9918,1.689
VIRTUALUSDT,2025-05-08 04:00,2025-05-08 04:44,1.4452,1.491462,1361.61,942.1590011983068,0.75,TRAILING,RSI+OBV,ad_full,5.31,41.5111,3.049
PARTIUSDT,2025-05-08 04:00,2025-05-08 05:29,0.2463,0.249018,1042.58,4232.95686156926,1.5,TRAILING,RSI+OBV,ad_full,3.17,9.9327,0.953
ARDRUSDT,2025-05-08 08:00,2025-05-08 08:14,0.10081,0.10191019999999999,143.45,1422.9624440628731,0.25,TRAILING,RSI,ad_A_only,3.15,1.3492,0.941
PUNDIXUSDT,2025-05-08 12:00,2025-05-08 18:14,0.4414,0.446096,421.92,955.8605890577301,6.25,TRAILING,MACD,ad_full,3.13,3.8525,0.913
BIGTIMEUSDT,2025-05-09 00:00,2025-05-09 03:59,0.07689,0.078694,769.03,10001.644466544702,4.0,TRAILING,RSI+OBV,ad_A_only,4.43,16.8759,2.194
REDUSDT,2025-05-09 00:00,2025-05-09 07:14,0.4148,0.432082,769.03,1853.9692454981246,7.25,TRAILING,RSI+OBV,ad_D_only,6.29,30.8627,4.013
SHIBUSDT,2025-05-09 00:00,2025-05-09 07:29,1.44e-05,1.4553e-05,769.03,53404614.09948765,7.5,TRAILING,RSI+OBV,ad_full,3.13,7.0112,0.912
ATOMUSDT,2025-05-09 00:00,2025-05-09 08:29,4.541,4.734380000000001,769.03,169.3517822137463,8.5,TRAILING,RSI+OBV,ad_full,6.39,31.5711,4.105
AMPUSDT,2025-05-09 00:00,2025-05-09 08:44,0.004328,0.00440118,769.03,177686.3315694598,8.75,TRAILING,MACD+RSI,ad_full,3.77,11.8398,1.54
NEARUSDT,2025-05-09 04:00,2025-05-09 08:14,2.751,2.88218,783.54,284.8202927567836,4.25,TRAILING,MACD,ad_full,6.91,36.1594,4.615
ZILUSDT,2025-05-09 08:00,2025-05-10 00:59,0.0138,0.014112,788.17,57114.07918674936,17.0,TRAILING,RSI+OBV,ad_A_only,4.35,16.624,2.109
RADUSDT,2025-05-09 08:00,2025-05-10 08:14,0.818,0.841,788.17,963.538255228779,24.25,TIME_24H,MACD+RSI,ad_A_only,3.55,20.9625,2.66
IDUSDT,2025-05-09 12:00,2025-05-10 00:59,0.2243,0.228732,756.25,3371.592317382533,13.0,TRAILING,RSI+OBV,ad_A_only,4.06,13.7973,1.824
VTHOUSDT,2025-05-09 12:00,2025-05-10 11:14,0.002737,0.00277046,822.59,300543.3205016581,23.25,TRAILING,RSI+OBV,ad_A_only,3.29,8.8148,1.072
HIVEUSDT,2025-05-09 12:00,2025-05-10 12:14,0.2604,0.2631,822.59,3158.9365138749545,24.25,TIME_24H,RSI+OBV,ad_A_only,2.04,7.2889,0.886
ANKRUSDT,2025-05-10 04:00,2025-05-11 00:29,0.02079,0.0215796,787.04,37856.88587047495,20.5,TRAILING,MACD+RSI,ad_A_only,5.92,28.6888,3.645
BATUSDT,2025-05-10 04:00,2025-05-11 00:29,0.1622,0.16650199999999998,787.04,4852.309847393182,20.5,TRAILING,RSI+OBV,ad_full,4.75,19.6784,2.5
IDUSDT,2025-05-10 12:00,2025-05-10 21:29,0.2287,0.239806,797.47,3486.9878094538085,9.5,TRAILING,RSI+OBV,ad_full,7.0,37.5012,4.703
XECUSDT,2025-05-10 12:00,2025-05-11 00:29,2.449e-05,2.5293799999999998e-05,842.98,34421406.260635115,12.5,TRAILING,RSI+OBV,ad_full,5.39,26.3827,3.13
AMPUSDT,2025-05-10 16:00,2025-05-10 18:14,0.004464,0.00452956,829.24,185761.08556213148,2.25,TRAILING,MACD+RSI,ad_full,3.54,10.9255,1.318
